Productcode;Barcode;Artikelcode;Productcode leverancier;Tags;Grading
152218029;5706751075384, 2950048658290;PFF-1543 LW;PFF-1543 LW;Grading;| Barst in scherm, valt vaak uit of loopt vast | Crack in screen, frequently shuts down or freezes | ??? ?? ??????? ????? ?????? ?? ????? |
152219822;8720289503550;;;Grading;schade, missende schroeven en onderdelen | damage, missing screws and parts | ???? ????? ?????? ??????
152220068;8720892122322, 2950045110944;;ASB007;Grading;| Siliconenkit borgpinnetjes afgebroken, beugel los/defect, vochtplekken en gebruikt, tweede product beschadigd | Silicone locking pins broken, brace loose/defective, moisture stains and used, second product damaged | ?????? ??????? ????????? ??????? ??????? ?????/????? ??? ????? ???????? ?????? ?????? ???? |
152220347;8711252002781;;;Grading;Afstandbediening
152220474;8720929477784;;;Grading;Controleer product op defect en incompleetheid doordat het niet goed opwarmt, display niet werkt, niet oplaadt en oplader ontbreekt. | Check product for defect and incompleteness as it does not heat properly, display does not work, does not charge and charger is missing. | ???? ?? ?????? ????? ??? ???? ?????? ??? ??? ?? ???? ???? ???? ??? ???? ?????? ??? ??? ???? ??????? ?????.
152220948;4024035200026;;;Grading, IBOOD High Returnrate;incompleet, cd-speler werkt niet, geen knoppen, geen afstandsbediening of netsnoer | incomplete, CD player not working, buttons not working, no remote or power cord | ??? ?????? ???? ??????? ???????? ?? ????? ??????? ?? ????? ?? ???? ???? ???? ?? ??? ????
152221227;8721098880344, 2950056575084;;;Grading;Opgeladen werkt het product niet - Fully Charged the item does not work - ?????? ?? ???? ??? ????
152221369;4061173259691;;405077;Opvulling, Grading;lamp beschadigd, filament gebroken, kap gebarsten, heater niet te gebruiken, bovenste infrarood ring gebroken | lamp damaged, filament broken, cap cracked, heater unusable, top infrared ring broken | ??????? ????? ?????? ?????? ?????? ?????? ?????? ??? ???? ?????????? ?????? ??????? ?????? ??? ??????? ??????
152221641;8720256585312;;2950023111673;Grading;Compleet + Net gebroken | Compleet + Net broken |
152221760;8721082221368;;2950047842713;Grading;Apparaat sluit aan een zijde niet – product is niet compleet -het product zuigt niet vacuum| Device doesn’t seal on one side – product is incomplete – the product doesn’t create a vacuum| ?????? ?? ????? ?? ???? ???? – ?????? ??? ????? – ?????? ?? ????? ??????? ???????
152221780;8721082221634;;2950054546444;Omdoos, Grading;Product gaat niet aan – afstandsbediening doet het niet – product beschadigd/kapot – wielen draaien niet – product is niet compleet| Product doesn’t turn on – remote control doesn’t work – product is damaged/broken – wheels don’t turn – product is incomplete| ?????? ?? ???? – ???? ?????? ?? ??? ?? ???? – ?????? ????/????? – ??????? ?? ???? – ?????? ??? ?????
152221781;8721082221641;;2950054546505;Grading;Product is beschadigd – afstandsbediening doet het niet – valt na 5 minuten uit – laad niet goed op – gaat niet aan| Product is damaged – remote control doesn’t work – shuts off after 5 minutes – doesn’t charge properly – doesn’t turn on| ?????? ???? – ???? ?????? ?? ??? ?? ???? – ????? ??? 5 ????? – ?? ???? ???? ??? – ?? ????
152222123;5706751080753;PR-800 B;PR-800 B, 2950062381303;Grading;Controleer product op defect en incompleetheid doordat glazen uit de behuizing vallen en beeld niet zichtbaar is met alleen lichtschijnsel op de muur. | Check product for defect and incompleteness as glasses fall out of the frame and no image is visible except a light reflection on the wall. | ???? ?? ?????? ????? ??? ???? ?????? ??? ???? ?????? ?? ?????? ??? ???? ???? ????? ??? ?????? ???? ??? ??????.
152222354;8721022431154;;;Grading;geen stoom, wordt niet warm | no steam, does not heat | ?? ???? ????? ?? ????
152222406;8720648423994, 2950045879629;;2950045879629;Grading;Lekt of geen stoom - Leakage or no steam - ???? ?? ??? ???? ????
152223422;8720828504468;;2950030559239;Grading;Draait beide kanten op? - Rotating both ways? -
152223777;8720362085843;;;Grading;| Folie beschadigd, krassen op klok en wijzer zit los | Protective film damaged, scratches on the clock and the hand is loose | ?????? ????? ???? ???? ??? ?????? ??????? ????? |
152226302;8720865494616, 2950043400566;;2950043400566;Grading;Schoon en compleet? | Clean and complete |
152226316;8721161942085, 2950063171811;;2950063171811;Grading;Controleer product op incompleetheid en defect doordat borstel ontbreekt, borstel gebruikt en vervuild is met haren en opzetstukken kapot of niet passend zijn. | Check product for incompleteness and defect as a brush is missing, the brush is used and filled with hair, and attachments are broken or do not fit properly. | ???? ?? ?????? ???? ???????? ?????? ??? ?? ??????? ?????? ???????? ??????? ?????? ??????? ????????? ?????? ?? ?? ????? ??????.
152226319;8720865494791, 2950046286990;;2950046286990;Grading;Schoon + aan/uit werkt? | Clean + on off works? |
152226337;8720865494838, 2950052086102;;2950052086102;Grading;Controleer product op defect en incompleetheid doordat het product gebruikt is geleverd met haren in borstel, geen warme lucht blaast en niet reageert bij inschakelen. | Check product for defect and incompleteness as the product was delivered used with hair in the brush, does not blow warm air and does not respond when switched on. | ???? ?? ?????? ????? ??? ???? ?????? ??? ?? ??????? ???????? ?? ???? ??? ?? ???????? ??? ????? ????? ?????? ??? ?????? ??? ???????.
152226388;8720865494944, 2950053313849;;2950053313849;Grading;Controleer product op defect en beschadiging doordat scherm niet zichtbaar is en apparaat vonkt en kortsluiting veroorzaakt. | Check product for defect and damage as the screen is not visible and the device sparks and causes a short circuit. | ???? ?? ?????? ????? ??? ???? ??? ?? ?????? ??? ????? ????? ?????? ????? ????? ????? ?????????.
152228993;8720168688644;;;Grading;| Rechts beschadigd, schakelt zichzelf uit bij gebruik, bovenkant gescheurd | Right side damaged, turns off immediately when used, top cracked | ?????? ?????? ????? ????? ??? ?????????? ????? ?????? ????? |
152229336;8719327346839, 8719327346877;;;Grading;Controleer product op incompleetheid en defect doordat schroeven ontbreken en ballon lek is | Check product for incompleteness and defect as screws are missing and balloon is leaking | ???? ?? ?????? ???? ???????? ?????? ??? ?? ??????? ?????? ???????? ?????
152229354;8719327346884;;;Grading;Scheuren in plastic en loopt leeg? | Cracks in the plastic and does it leak air? | ?? ???? ?????? ?? ????????? ??? ???? ???????
152229371;3TIB DC - 8720648423994;;;Grading;vuil, schimmel, kapot onderdeel, afdichtingsring ontbreekt, zuigt niet, geeft geen water | dirty, mold, broken part, sealing ring missing, does not suction, no water output | ????? ???? ??? ?????? ???? ??? ??????? ?? ????? ?? ???? ???
152229487;8720726233286, 2950062353560;;;Grading;schuifje van EU zit los
152229505;8720986670647;;;Grading;Beschadigingen propellors - Damaged propellors -
152229620;8720938021121, 2950045716337;;WS-BM1 (Black);Grading;Gebruikt schroefdraad kapot roest | Used / Screws / Rust
152229626;8720983051159, 0208720983051159370001;;;Grading;beschadigde onderdelen, deuk in het materiaal | damaged parts, dent in material | ????? ?????? ?????? ?? ??????
152229631;8720865025353, 2950050181762;;;Grading;Spuit niet + Wateronderuit | Does not Spray + Water comes out of it below |
152229727;8721055563853, 2950053479927;;;Grading;| Achterklep valt open bij gebruik, batterij laadt niet goed, valt uit bij lage stand, maakt schroeilucht en luid geluid | Back flap opens during use, battery does not charge properly, shuts off in low mode, emits burning smell and loud noise | ???? ??????? ???? ????? ?????????? ???????? ?? ???? ???? ????? ????? ?????? ?? ????? ???????? ???? ????? ?????? ???? ????? |
152229735;8720726037983;;2950045822335;Grading;Compleet? stang om gitaar op te zetten | Complete? Possible to put the Gitar on the stand?
152229742;8720983051180;;0208720983051180370001;Grading;tafel beschadigd, krassen, lak weg, deuken, metaal verformd | table damaged, scratches, paint missing, dents, metal bent | ??????? ?????? ????? ?????? ?????? ????????? ???? ????
152230062;8720828380666;;2950041842009;Grading;Controleer product op defect doordat de autostoel niet correct in de auto vast te maken is. | Check product for defect as the car seat cannot be properly secured in the vehicle. | ???? ?? ?????? ????? ??? ??? ?? ???? ????? ???? ??????? ???? ???? ?? ???????.
152230217;8720299549500;;;Grading;| Product incompleet, doorzichtige schenktuit/afdruipgootje beschadigd of gebroken, persmandje gebarsten, defect/no werking, stuk afgebroken. | Product incomplete, transparent spout/drip tray damaged or broken, press basket cracked, defective/not working, piece broken. | ?????? ??? ?????? ????/????? ????? ????? ????? ?? ??????? ??? ????? ??????? ????/?? ????? ???? ??????. |
275288071;8719979274306;;;Grading;| Plastic kapot op meerdere plekken, deuk in bovenkant, bovenklep stuk, onderzijde stuk, kortsluiting bij inschakelen, apparaat wordt niet warm | Plastic broken in multiple places, dent on top, top lid broken, bottom damaged, short-circuits when turned on, device does not heat | ????????? ????? ?? ??? ?????? ?????? ?? ??????? ?????? ?????? ?????? ?????? ????? ??? ??????? ??? ???????? ?????? ?? ???? |
275288073;449-86251, 6095803879841;;;Grading;| Rechter oordopje werkt niet, linker oordopje werkt niet/laat niet op, opladen mislukt, doosje sluit niet, geen gebruiksaanwijzing. | Right earbud not working, left earbud not working/does not charge, charging fails, case does not close, no manual. | ??????? ?????? ?? ????? ??????? ?????? ?? ????/?? ????? ????? ???? ?????? ?? ????? ?? ???? ???? ???????. |
275288145;8720986670630;;;Grading;| Drone werkt niet, kan niet koppelen aan mobiel, propellers werken niet, stijgt niet op, lens ontbreekt, joystick en poot defect | Drone does not work, cannot connect to mobile, propellers not working, does not take off, lens missing, joystick and leg defective | ??????? ???? ???? ?? ????? ?? ???? ??????? ??????? ???????? ??????? ?? ????? ?? ????? ?????? ??????? ??? ?????? ?????? ????? |
275289261;8720589774407;;2950059834287;Grading;Lekt en dop blijft vastzitten - Leakage and lit is stuck - ???? ????? ?????? ??????
275289750;8721008201177;;;Grading;Vlekkenreiniger (stain remover) full spray-bottle
275289754;8721008201214;;;Grading;Controleer product op defect en beschadiging doordat onderdelen zwak zijn, apparaat nat is van binnen, rubber loslaat en onderdelen gebruikt en vervuild zijn. | Check product for defect and damage as parts are weak, the device is internally wet, rubber is detached and parts are used and dirty. | ???? ?? ?????? ????? ??? ???? ??? ?? ??????? ????? ??????? ???? ?? ?????? ??????? ????? ???????? ??????? ??????.
275289854;8719689082239;VCBB1XTE;VCBB1XTE, 41372170453085;Grading;| Eén borstel draait niet meer en veroorzaakt storing | One brush no longer rotates and causes an error | ???? ??????? ?? ??? ???? ????? ????? |
275289856;8719689082390, 2950021803082;BPK-VCBB1XVW;41557022703709;Grading;Laadt niet op | Does not charge | ?? ????
275289857;8719689082352;BPK-VCBB1XVB;41560854200413;Grading;Laadt niet op + rood knipperen + compleet | no charging + red bleeping dot + complete
275299934;18032759, ES10361DE;ES10361DE;ES10361DE;Grading;Compleet + schoon | Clean and Complete
275300016;8721008788111;;B0DCKHPWJ7;Omdoos, Opvulling, Grading;glas kapot, deuk zijkant | glass broken, dent on side | ?????? ?????? ?????? ??? ??????
275301449;8718657950792, 2950057638726;2950057638726;2950057638726;Grading;schade, stoelen scheef, zijkant verbogen, kras, scharnieren vallen niet goed, armleuningen rammelen, incompleet | damage, chairs crooked, side bent, scratch, hinges loose, armrests rattling, incomplete | ???? ??????? ?????? ?????? ?????? ???? ???????? ??????? ????? ?????? ???? ??? ??????? ??? ?????
275301459;8718657950907;;;Grading;gebogen en beschadigd, sluit niet goed | bent and damaged, does not close properly | ????? ??????? ?? ???? ???? ????
275301503;6152840054003;;;Grading;| Meerdere beschadigingen, slot ontbreekt, uitschuifbaar handvat defect en schuift slechts tot eerste stand | Multiple damages, lock missing, telescopic handle defective and only extends to first position | ????? ??????? ????? ?????? ?????? ?????? ????? ???? ??? ???? ??? ????? ????? |
275302994;5404017920521;;;Grading;Zit het paaltje erbij?
275303305;8720929625536;;2950064148164;Grading;Check for password (set factory default)
275304032;3MOA DC - 8718001911356;;;Palletzending;0krassen en deuken, motor defect, knipperende lampjes, reageert niet, koelt niet, gaat niet aan, compressor beschadigd, komt niet op temperatuur | scratches and dents, motor defective, blinking lights, not responding, not cooling, does not turn on, compressor damaged, does not reach temperature | ???? ?????????? ?????? ????? ????? ????? ?? ??????? ?? ????? ?? ????? ?????? ????? ?? ??? ??? ???? ???????
275304051;8717774697115;;;Grading;snoer en lader, groene LED gaat aan.
275304159;8721082221504, 2950049878086, 3RDP DC - 2950049878086;;;Grading;Controleer product op beschadiging en defect doordat levering vochtig is ontvangen en apparaat geen stoom afgeeft en rook en brandlucht produceert. | Check product for damage and defect as delivery is received damp and device does not produce steam and emits smoke and burning smell. | ???? ?? ?????? ????? ?? ??? ???? ??? ?? ??????? ????? ??? ????? ?????? ????? ?????? ?????? ??????.
275304217;644812053146;;0644812053146;Palletzending, Grading;incompleet, band draait maar loopt vast, stopt tijdens gebruik, maakt vreemd geluid | incomplete, belt turns but gets stuck, stops during use, makes strange noise | ??? ?????? ?????? ???? ???? ????? ????? ????? ?????????? ???? ??? ????
275304248;6095800384317, 0783501299271;;;Grading;Werking + schoon? - Working + clean?
275304464;8720634574488;;.;Grading;gebroken poot, scheur in stof, zijkant afgebroken | leg broken, tear in fabric, side broken off | ??? ??????? ???? ?? ??????? ?????? ?????
275304553;3588560335000;;;Palletzending, Grading;gebroken spiegel, barsten | broken mirror, cracks | ???? ??????? ??????0
275304554;3588560335123;;;Palletzending, Grading;achterwand met gaten, laminaat beschadigd, deurtjes ontzet, spiegel gebarsten, kast losgeraakt, rugpaneel gebarsten | back panel with holes, laminate damaged, doors warped, mirror cracked, cabinet detached, back panel cracked | ????? ?????? ?? ????? ?????? ??????? ??????? ?????? ?????? ??????? ??????? ??????? ????? ?????? ?????
275324734;4262417433024, 845299 WE 00;DR-W1;B0DB8SHP7K;Grading;Controleer product op defect en incompleetheid doordat waterdruk onvoldoende is, reinigingskracht ontbreekt, onderdelen zoals borstel en trechter missen en knoppen of aansluitstukken beschadigd of niet bruikbaar zijn. | Check product for defect and incompleteness as water pressure is insufficient, cleaning power is lacking, parts such as brush and funnel are missing, and buttons or attachments are damaged or not usable. | ???? ?? ?????? ????? ??? ???? ?????? ??? ?? ??? ????? ??? ???? ???? ??????? ?????? ????? ????? ?????? ??? ??????? ??????? ??? ?? ??????? ?? ???????? ????? ?? ??? ????? ?????????.
275324736;4262417432966;DR-B2;B0DB8Q4PTL;Grading;| Product is gebruikt, stoomapparaat lekt, stoom komt nauwelijks, onderdelen ontbreken, reiniging werkt niet goed. | Product is used, steam device leaks, produces hardly any steam, parts are missing, cleaning does not work properly. | ?????? ??????? ???? ?????? ?????? ???? ?????? ??????? ??? ??????? ??????? ??????? ?? ???? ???? ????. |
275324884;4260714833103;NOVA-HELM-SW-M-01;NOVA-HELM-SW-M-01;Grading;| Voorlicht van helm werkt niet of accu raakt binnen seconden/minuten leeg | Front helmet light does not work or battery drains within seconds/minutes | ??? ?????? ??????? ?? ???? ?? ???? ???????? ???? ?????/????? |
275324889;4260714833127;NOVA-HELM-MI-M-03;NOVA-HELM-MI-M-03;Grading;| Voorlicht werkt niet, kleur flets. | Front light does not work, color is dull. | ????? ??????? ?? ????? ????? ????. |
275325032;8721055566366;;KB1004180;Grading;| Opvangbak tuit afgebroken, los in 3 delen, afdrupklep werkt niet, ontbrekend stukje | Drip spout broken, loose in 3 parts, drip flap not working, missing piece | ???? ????? ??????? ??????? ????? ??? 3 ?????? ???? ??????? ?? ????? ???? ?????? |
275325033;8721055565529;;KB1004161;Grading;| Kleine deuk, apparaat draait niet, lekbakje defect. | Small dent, device does not spin, drip tray defective. | ??? ????? ?????? ?? ????? ????? ??????? ?????. |
275325035;8721055565536;;KB1004162;Stootrand, Grading;Controleer product op beschadiging door scheur in behuizing, scheur in doorzichtige bovenkant en deuk in citruspers. | Check product for damage due to crack in housing, crack in transparent top and dent in citrus juicer. | ???? ?? ?????? ????? ?? ??? ???? ???? ?? ?? ?????? ??? ?? ????? ?????? ?????? ????? ?????? ?? ????? ????????.
275325058;8721055567646;;AU1003506;Grading;| Werkt niet, haalt geen vocht uit de lucht, apparaat reageert niet | Does not work, does not remove moisture, device unresponsive | ?? ????? ?? ???? ???????? ?????? ??? ?????? |
275325063;8721055567141;;AU1003467;Grading;| Kunststof rooster gebroken door impact, dopje waterafvoer gebroken, apparaat werkt niet, verdamper niet koud of warm, olie en mogelijk koudemiddel gelekt. | Plastic grill broken from impact, water drain cap broken, device not working, evaporator not cold or hot, oil and possibly refrigerant leaked. | ?????? ??????????? ?????? ???? ??????? ???? ????? ????? ?????? ?????? ?? ????? ?????? ?? ???? ?????? ?? ??????? ????? ????? ????? ??????. |
275325077;8721055567257;;AU1003465;Grading;| Luchtontvochtiger lekt bruine vloeistof, aan/uit knop werkt niet | Dehumidifier leaks brown liquid, power button not working | ???? ??????? ????? ???? ???? ?? ??????? ?? ???? |
275325103;8721055566656;;KB1004186;Grading;| Product beschadigd/roestvorming, apparaat werkt niet | Product damaged/rusting, device does not work | ?????? ????/????? ?????? ?? ???? |
275325277;8721055567523;;AU2005085;Grading;Controleer batterij en werking, apparaat wordt warm | Check battery and functionality, device gets warm | ???? ?? ???????? ????????? ?????? ????
275325387;8721055567417;;AU1003491;Grading;Controleer product op defect en beschadiging doordat het onvoldoende warmte afgeeft, is uitgevallen met rook- of brandlucht en fysieke schade zoals verbogen onderdelen en kapotte stekker. | Check product for defect and damage as it does not heat sufficiently, has shut down with smoke or burning smell, and has physical damage such as bent parts and a broken plug. | ???? ?? ?????? ????? ??? ???? ??? ??? ?? ????? ????? ?????? ????? ?? ????? ???? ?? ??????? ????? ??? ???? ??? ????? ?????? ????? ?????.
275325394;8721055567066;;AU1003478;Grading;| Lamp/heater defect, spiraal gebroken, werkt niet, afstandsbediening eerst zonder batterij | Lamp/heater defective, coil broken, not working, remote control initially without battery | ???????/?????? ????? ????? ?????? ?? ????? ???? ?????? ?? ??? ??? ?? ??????? ???? ?????? |
275325711;4260565523567;;200906;Grading;| Meubilair beschadigd, deuken en scheuren in tafelblad, bankpoot bevestiging weg/krom, scharnieren beschadigd, sluit niet goed | Furniture damaged, dents and cracks in tabletop, bench leg mount missing/bent, hinges damaged, does not close properly | ?????? ????? ???????? ????? ?? ??? ???????? ????? ??? ?????? ?????/?????? ???????? ?????? ?? ???? ???? ???? |
275325726;4260565524632;;25533;Palletzending;0
275325731;4260304765616;;26963;Grading;| Aluminiumstaven gebogen, passen niet op alle planken, hout gebarsten en gebroken | Aluminum rods bent, do not fit all boards, wood cracked and broken | ??????? ?????????? ?????? ?? ????? ???? ???????? ????? ????? ?????? |
275325736;4260565527282;;21037;Grading;| Bladen gescheurd of stuk, hoeken afgebroken, randen/deuken beschadigd, scharnierpunten los, tafels vallen uit elkaar. | Tabletops cracked or broken, corners broken, edges/dents damaged, hinge points loose, tables falling apart. | ?????? ?????? ?? ??????? ??????? ??????? ??????/?????? ?????? ????? ?????? ??????? ???????? ?????. |
275325749;4260304765609;;26962;Grading;| Platen stuk, verbogen en gescheurd, scherpe delen, kapot plastic, hoekje afgebroken, rail verbogen, gleuven verbogen. | Panels broken, bent and cracked, sharp edges, plastic broken, corner broken, rail bent, grooves bent. | ??????? ??????? ?????? ???????? ???? ????? ????????? ?????? ????? ??????? ????? ??????? ???????? ??????. |
275325821;4262437182797;;301031;Grading;Controleer product op defect en beschadiging doordat het niet aangaat, behuizing en display gescheurd zijn en het apparaat niet goed werkt of opwarmt. | Check product for defect and damage as it does not turn on, housing and display are cracked and the device does not function or heat properly. | ???? ?? ?????? ????? ??? ???? ??? ??? ?? ???? ??????? ??????? ?????? ??????? ?? ???? ?? ?? ???? ???? ????.
275325892;4262437183282;;301191;Grading;hout kapot, beugel gebroken, incompleet product | wood broken, bracket broken, incomplete product | ????? ?????? ?????? ?????? ?????? ??? ?????
275325957;4262437182902;;301071;Grading;| Product beschadigd | Product damaged | ?????? ???? |
275326251;8720387836765;NAPIRCT;NAPIRCT;Grading;| Kogelstuk/wiel stuk, waterkogels, accu’s en fles ontbreken. | Ball piece/wheel broken, water balls, batteries and bottle missing. | ???? ?????/?????? ??????? ???? ?????? ????????? ???????? ??????. |
275326437;8721139360583;;;Omdoos, Opvulling, Grading;Controleer product op beschadigingen en verpakking | Check product for damage and packaging | ???? ?? ?????? ????? ?? ??? ????????
275326565;8721161795117;;;Grading;Controleer product op beschadiging en defect doordat scherm gebarsten is en apparaat vastloopt en niet meer werkt zonder kabel. | Check product for damage and defect as the screen is cracked and the device freezes and does not work without cable. | ???? ?? ?????? ????? ?? ??? ???? ??? ?? ?????? ?????? ?????? ?????? ??? ???? ???? ????.
275327259;3289316355036;;;Grading;gebroken, incompleet | broken, incomplete | ?????? ??? ?????
275327381;2507157518030;;;Grading;Doos openen. Kijken of het juiste product in de doos zit, en of hij klopt met de barcode.
275327493;0023942322696;;;Grading;werkt niet, powerbanks laden niet op, apparaat gaat aan/uit tijdens opladen, laadt geen apparaten, rammelt | not working, power banks do not charge, device turns on/off while charging, does not charge devices, rattles | ?? ????? ?????? ???????? ?? ????? ?????? ?????/???? ????? ?????? ?? ???? ???????? ???? ??? ??????
275327678;3588560371190;;;Opvulling, Stootrand, Grading;kastdeur beschadigd, hoek afgebroken, verpakking slecht, deur onbruikbaar, verkeerd product | cabinet door damaged, corner broken, poor packaging, door unusable, wrong product | ??? ??????? ????? ??????? ??????? ??????? ???? ????? ??? ???? ?????????? ?????? ????
275327729;8720389045127;;;Grading, High Selling Price;Controleer robotmaaier werkt niet, start niet en maakt geen Bluetooth verbinding | Check robot mower not working, does not start and cannot connect via Bluetooth | ???? ?? ?? ????? ????? ????????? ?? ???? ??? ???? ??? ???? ??? ????????
275327808;8721325569080;;;Grading;Controleer product op defect door scheur of breuk veroorzaakt door verhitting. | Check product for defect due to crack or break caused by heat exposure. | ???? ?? ?????? ????? ??? ???? ???? ?? ??? ???? ?? ?????? ???????.
275328121;8713638013152;853529;2950012330894;Omdoos, Grading;| Fondueset pot gebroken/gebarst, ontploft. | Fondue set pot broken/cracked, exploded. | ???? ?????? ???????? ?????/????? ?????. |
275328217;8713638050959;853552;2950015044040;Omdoos, Opvulling, Grading;| Product gebroken, handvat afgebroken. | Product broken, handle broken. | ?????? ?????? ?????? ?????. |
275328484;8720167400117;L-227;L-227;Grading;| Product beschadigd: deksel open/kapot, hendel afgebroken, plastic stuk, de pan deukt/krassen, onderdelen beschadigd, niet bruikbaar. | Product damaged: lid open/broken, handle broken, plastic broken, pot dented/scratched, parts damaged, unusable. | ?????? ????: ?????? ?????/?????? ?????? ?????? ????????? ?????? ????? ?? ????/????????? ??????? ?????? ??? ???? ?????????. |
275328830;4260565528470;300255;;Palletzending, Grading;| Bed incompleet, catalogus en schroef ontbreken, doos beschadigd, gasveren defect, hoofdbord kapot/knopen eraf | Bed incomplete, catalog and screw missing, box damaged, gas springs defective, headboard damaged/buttons missing | ?????? ??? ?????? ???????? ??????? ???????? ??????? ????? ??????? ??????? ?????? ????? ??????? ????/??????? ?????? |
275328927;8720828067819, 2950049128488;AU06819;AU06819;Grading;Controleer product op defect en incompleetheid doordat een kaarsje niet werkt en afstandsbediening defect is en onderdelen ontbreken. | Check product for defect and incompleteness as one candle does not work and the remote control is defective and parts are missing. | ???? ?? ?????? ????? ??? ???? ?????? ??? ?? ???? ?????? ?? ???? ????? ?????? ?? ??? ???? ????? ????? ??????.
275329053;8720254782843, 2950023205006;SF11843;SF11843;Grading;Controleer product op defect doordat het lampje alleen werkt tijdens het opladen en niet zelfstandig werkt. | Check product for defect as the light only works while charging and does not function independently. | ???? ?? ?????? ????? ??? ??? ???? ????? ??? ????? ????? ??? ???? ???? ?????.
275329955;8717807614232;;;Grading;4 dozen
275331143;4260565528913;51008;51008;Grading;| Thermostaat volledig gebroken, temperatuurknop defect, verwarmingslamp valt uit, reageert niet op instelling | Thermostat completely broken, temperature knob defective, heating light shuts off, does not respond to setting | ?????????? ????? ??????? ?? ?????? ?? ??????? ????? ??? ??????? ?????? ?? ?????? ??????? |
275331146;4260565525578;51200;51200;Grading;| Kachel defect, draaiknop ontbreekt/verbogen, hogere standen werken niet, kan niet uit, beschadigd | Heater defective, control knob missing/bent, high settings do not work, cannot turn off, damaged | ??????? ?????? ???? ?????? ?????/?????? ????????? ??????? ?? ????? ?? ???? ????? ???????? ????? |
275331147;4262437185828;301861;301861;Grading;inclusief deurhandel en afstand bediening, 2* 8 standen licht, 3 standen verwarming
275331376;5706751088926;MRD-180;MRD-180;Grading;| Platenspeler defect, datum/tijd werkt verkeerd, systeemupdate niet mogelijk, CD-speler leest geen CD's en maakt lawaai | Turntable defective, date/time functions incorrectly, system update cannot be performed, CD player does not read discs and makes noise | ???? ?????????? ????? ???????/????? ???? ???? ????? ?? ???? ????? ????? ??????? ???? ??????? ???????? ?? ???? ??????? ????? ????? |
275333268;4260492720848, B0CJ3F3NHH;B0CJ3F3NHH;B0CJ3F3NHH;Grading;Controleer product op defect en incompleetheid doordat een plastic onderdeel gebroken is waardoor de klem niet werkt en het waterreservoir niet bruikbaar is, en doordat onderdelen ontbreken en het product gebruikt en beschadigd is geleverd. | Check product for defect and incompleteness as a plastic part is broken causing the clamp to not function and the water tank to be unusable, and as parts are missing and the product is delivered used and damaged. | ???? ?? ?????? ????? ??? ???? ?????? ??? ?? ????? ?????????? ??????? ??? ???? ?????? ?? ???? ????? ????? ??? ???? ?????????? ??? ?? ???? ????? ?????? ??? ????? ?????? ???????? ????????.
6095816340610;8719992795598, 2950058990410;;;Grading;drinkdop gaat niet open
6095816340678;8720648423970;;2950026362102;Grading;Controleer product op defect doordat oordopjes niet correct verbinden en niet beide gekoppeld zijn | Check product for defect as the earbuds do not connect properly and are not both paired | ???? ?? ?????? ????? ??? ??? ?? ???? ???????? ???? ???? ??? ????? ????
6095816341141;4251609501672;;;Grading;Links of rechts wordt niet warm | Left or Right does not work/warm
6095816342251;8720955002998;;;Grading;Het kan zijn dat er al een account gekoppeld is. Hierdoor niet bruikbaar.
6095816343515;4251388605240;KMB16-J;KMB16-J;Grading;| Plank kapot, schroefgaten doorgescheurd, hout meerdere beschadigingen. | Shelf broken, screw holes torn, wood multiple damages. | ???? ?????? ???? ??????? ?????? ????? ?? ??? ?????. |
6095816343993;8720938984037;2950044029858;2950044029858;Grading;| Product werkt niet, warmt niet op, batterij slecht, lekt, gebruikt en incompleet | Product does not work, does not heat, poor battery, leaks, used and incomplete | ?????? ?? ????? ?? ????? ???????? ????? ?????? ?????? ???? ????? |
6095816343995;8720938984020;2950051259798;2950051259798;Grading;| Flessenwarmer defect, gaat niet aan/uit, laadt niet op, foutcode (r02), blijft op LO/000, warmt niet goed op, verkeerde kleur/vies geleverd, incompleet | Bottle warmer defective, does not turn on/off, does not charge, error code (r02), stuck on LO/000, does not heat properly, wrong color/dirty delivered, incomplete | ???? ????? ????????? ????? ?? ???? ?? ?? ?????? ?? ????? ??? ??? (r02)? ???? ??? LO/000? ?? ???? ?????? ?? ?????? ???? ????/????? ??? ????? |
6095816343998;8720938984570;2950054431894;2950054431894;Grading;| Product rook verbrand, werkt niet, bak gescheurd, pootjes en plastic houder kapot | Product smelled burnt, does not work, bowl cracked, legs and plastic holder broken | ?????? ?????? ??? ????? ??????? ?? ????? ?????? ?????? ?????? ??????? ?????????? ????? |
6095816344023;8720938984303;2950044513678;2950044513678;Grading;| Product defect: soms werkt kolf niet, verminderde kracht, display werkt niet, kan niet opgeladen worden, Bluetooth werkt niet, gebruikt. | Product defective: pump sometimes doesn’t work, reduced power, display not working, cannot charge, Bluetooth not working, used. | ?????? ????: ?????? ??????? ?? ????? ??? ??????? ?????? ?? ????? ?? ???? ?????? ???????? ?? ????? ??????. |
6095816344029;8720828099612;2950045827996;2950045827996;Grading;Bakjes lekken | Containers Leaking
6095816344034;8720938984846;;;Grading;| Bevestiging afgebroken, apparaat beweegt niet zoals beschreven | Mounting part broken, device does not move as described | ??? ??????? ?????? ?????? ?? ????? ??? ?? ???? |
6095816344042;8720828099353;2950027586804;2950027586804;Grading;| Krasjes en vlekjes, ventilator defect, verwarming werkt niet stabiel, apparaat gaat niet aan | Scratches and spots, fan defective, heating not stable, device does not turn on | ???? ????? ??????? ?????? ??????? ??? ?????? ?????? ?? ???? |
